"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Experiments-06-05-ABM-C.nlogox"
"exp1_policy_grid"
"05/06/2026 14:42:47:900 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-employees","initial-misconduct-propensity","initial-fear","learning-rate","baseline-recovery-rate","punishment-severity","reporter-protection","[step]","committed-misconduct-total","punished-misconduct-total","hidden-misconduct-total","hidden-misconduct-rate","reported-events-total","retaliation-events-total","mean [fear] of employees","mean [misconduct-propensity] of employees"
"139","300","0.4","0.3","0.2","0.05","0.25","0.2","300","8116","3046","5070","0.6246919664859537","3046","2451","0.4181866377777059","0.0736876985830801"
"137","300","0.4","0.3","0.2","0.05","0.25","0.2","300","8249","3024","5225","0.633410110316402","3024","2440","0.4089680299149021","0.08081542646372415"
"144","300","0.4","0.3","0.2","0.05","0.25","0.25","300","6916","3061","3855","0.5574031231925969","3061","2331","0.39599291846306395","0.07152452837784284"
"143","300","0.4","0.3","0.2","0.05","0.25","0.25","300","6863","3065","3798","0.553402302200204","3065","2294","0.39238687252872084","0.07479010463850722"
"145","300","0.4","0.3","0.2","0.05","0.25","0.25","300","6939","3067","3872","0.558005476293414","3067","2295","0.39532032054592003","0.07667751082753856"
"138","300","0.4","0.3","0.2","0.05","0.25","0.2","300","8172","3027","5145","0.6295888399412628","3027","2447","0.41976025195183364","0.0638528896204489"
"147","300","0.4","0.3","0.2","0.05","0.25","0.25","300","6811","3088","3723","0.5466157686096021","3088","2275","0.3935550619901474","0.0850235632401906"
"154","300","0.4","0.3","0.2","0.05","0.25","0.3","300","5976","3086","2890","0.48360107095046856","3086","2168","0.38767460533313847","0.06436536654430566"
"142","300","0.4","0.3","0.2","0.05","0.25","0.25","300","7060","3076","3984","0.5643059490084986","3076","2340","0.4023160494956343","0.06793232125569268"
"152","300","0.4","0.3","0.2","0.05","0.25","0.3","300","5980","3080","2900","0.48494983277591974","3080","2222","0.3872823534905397","0.07452666650410361"
"141","300","0.4","0.3","0.2","0.05","0.25","0.25","300","6902","3084","3818","0.5531729933352652","3084","2347","0.3972817791129678","0.08183086242170709"
"146","300","0.4","0.3","0.2","0.05","0.25","0.25","300","7002","3049","3953","0.5645529848614681","3049","2267","0.398474160280171","0.07168722219605297"
"148","300","0.4","0.3","0.2","0.05","0.25","0.25","300","6925","3049","3876","0.5597111913357401","3049","2283","0.38965214213728944","0.08416012292071023"
"155","300","0.4","0.3","0.2","0.05","0.25","0.3","300","5936","3108","2828","0.47641509433962265","3108","2140","0.38773112491236883","0.053239402165121255"
"151","300","0.4","0.3","0.2","0.05","0.25","0.3","300","6040","3086","2954","0.4890728476821192","3086","2200","0.3849366875314417","0.07132707963218435"
"149","300","0.4","0.3","0.2","0.05","0.25","0.25","300","7070","3068","4002","0.5660537482319661","3068","2324","0.40383330726432703","0.06276030771784487"
"150","300","0.4","0.3","0.2","0.05","0.25","0.25","300","7036","3052","3984","0.5662308129619101","3052","2281","0.40325864769420255","0.07484406279152851"
"159","300","0.4","0.3","0.2","0.05","0.25","0.3","300","6021","3123","2898","0.4813153961136024","3123","2186","0.38364595375087823","0.07318906335103283"
"158","300","0.4","0.3","0.2","0.05","0.25","0.3","300","5959","3141","2818","0.47289813727135427","3141","2185","0.38618954037640607","0.05148782331968776"
"153","300","0.4","0.3","0.2","0.05","0.25","0.3","300","6066","3099","2967","0.48911968348170126","3099","2173","0.3827359406428513","0.055419594164921676"
"161","300","0.4","0.3","0.2","0.05","0.25","0.35","300","5214","3149","2065","0.39604909858074416","3149","2038","0.3753581756933394","0.044347926704674676"
"164","300","0.4","0.3","0.2","0.05","0.25","0.35","300","5220","3150","2070","0.39655172413793105","3150","2022","0.37212404810936706","0.05423935092161056"
"162","300","0.4","0.3","0.2","0.05","0.25","0.35","300","5266","3143","2123","0.40315229775921","3143","2058","0.3732703168787575","0.06002573021289046"
"156","300","0.4","0.3","0.2","0.05","0.25","0.3","300","5941","3158","2783","0.46843965662346404","3158","2140","0.38719955662014566","0.0582866767960081"
"157","300","0.4","0.3","0.2","0.05","0.25","0.3","300","5976","3099","2877","0.48142570281124497","3099","2120","0.3836925149506005","0.05935691562835135"
"165","300","0.4","0.3","0.2","0.05","0.25","0.35","300","5299","3150","2149","0.40554821664464996","3150","2034","0.3762367907629996","0.05535801958678416"
"168","300","0.4","0.3","0.2","0.05","0.25","0.35","300","5320","3135","2185","0.4107142857142857","3135","2020","0.3765375133581261","0.04693537081254125"
"170","300","0.4","0.3","0.2","0.05","0.25","0.35","300","5325","3113","2212","0.41539906103286384","3113","2045","0.3783475481544585","0.05508890899036137"
"166","300","0.4","0.3","0.2","0.05","0.25","0.35","300","5327","3131","2196","0.412239534447156","3131","2016","0.3724856967014019","0.05170313175943528"
"163","300","0.4","0.3","0.2","0.05","0.25","0.35","300","5254","3153","2101","0.399885801294252","3153","2038","0.3784647514592487","0.059717152551209775"
"171","300","0.4","0.3","0.2","0.05","0.25","0.4","300","4805","3149","1656","0.3446409989594173","3149","1887","0.364997696987355","0.0509688157334841"
"160","300","0.4","0.3","0.2","0.05","0.25","0.3","300","5982","3112","2870","0.47977265128719493","3112","2183","0.387342525156669","0.06278651643462638"
"167","300","0.4","0.3","0.2","0.05","0.25","0.35","300","5270","3147","2123","0.40284629981024667","3147","2026","0.3707683870327943","0.05874287213953555"
"169","300","0.4","0.3","0.2","0.05","0.25","0.35","300","5276","3123","2153","0.4080742987111448","3123","2035","0.37327630190388517","0.048789918326178856"
"173","300","0.4","0.3","0.2","0.05","0.25","0.4","300","4719","3132","1587","0.33630006357279085","3132","1863","0.36326659982746723","0.05278393120127983"
