"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Experiments-04-05-ABM.nlogox"
"exp1_policy_grid"
"05/05/2026 00:18:33:888 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-employees","initial-misconduct-propensity","initial-fear","response-strength","drift-speed","punishment-value","reporter-protection","[step]","true-misconduct-total","sanctioned-misconduct-total","hidden-misconduct-total","hidden-misconduct-rate","reported-events-total","retaliation-events-total","mean [fear] of employees","mean [misconduct-propensity] of employees"
"173","300","0.4","0.3","0.2","0.05","0.25","0.4","300","17262","8843","8419","0.48771868844861543","8843","5346","0.4861136670580633","0.18853142514013949"
"171","300","0.4","0.3","0.2","0.05","0.25","0.4","300","17310","8924","8386","0.48445984979780476","8924","5401","0.4879238631248175","0.1754921132408607"
"159","300","0.4","0.3","0.2","0.05","0.25","0.3","300","74038","13351","60687","0.8196736810826872","13351","9401","0.7372053188646008","0.9999486895421306"
"174","300","0.4","0.3","0.2","0.05","0.25","0.4","300","17264","8904","8360","0.48424467099165897","8904","5343","0.49493339638952205","0.18213173588860124"
"172","300","0.4","0.3","0.2","0.05","0.25","0.4","300","17259","8791","8468","0.4906425633003071","8791","5322","0.48931280200016164","0.18334419347046546"
"175","300","0.4","0.3","0.2","0.05","0.25","0.4","300","17194","8790","8404","0.48877515412353145","8790","5283","0.48836747015907","0.1827834570381736"
"176","300","0.4","0.3","0.2","0.05","0.25","0.4","300","17107","8896","8211","0.47997895598293094","8896","5283","0.48464522254155923","0.18668874458457774"
"177","300","0.4","0.3","0.2","0.05","0.25","0.4","300","17213","8881","8332","0.48405275082786264","8881","5281","0.48554128530847523","0.18236878556756478"
"178","300","0.4","0.3","0.2","0.05","0.25","0.4","300","17103","8821","8282","0.4842425305501959","8821","5251","0.4910120639640031","0.18860996432667534"
"182","300","0.4","0.3","0.2","0.05","0.25","0.45","300","11072","7245","3827","0.34564667630057805","7245","3914","0.4282036236281401","0.11719891805811396"
"181","300","0.4","0.3","0.2","0.05","0.25","0.45","300","11097","7257","3840","0.3460394701270614","7257","3976","0.42811915722774835","0.12154689303446517"
"179","300","0.4","0.3","0.2","0.05","0.25","0.4","300","17178","8752","8426","0.49051111887297705","8752","5226","0.48973774763173167","0.19148833511928226"
"180","300","0.4","0.3","0.2","0.05","0.25","0.4","300","17110","8853","8257","0.482583284628872","8853","5266","0.4970281430279566","0.1855528477898608"
"184","300","0.4","0.3","0.2","0.05","0.25","0.45","300","11223","7245","3978","0.35445068163592625","7245","3930","0.4178372317444667","0.11673069181399351"
"187","300","0.4","0.3","0.2","0.05","0.25","0.45","300","11197","7257","3940","0.3518799678485309","7257","3953","0.4360565221050433","0.11342244791992356"
"183","300","0.4","0.3","0.2","0.05","0.25","0.45","300","11170","7211","3959","0.3544315129811996","7211","3951","0.42495957411777674","0.12099585886348557"
"186","300","0.4","0.3","0.2","0.05","0.25","0.45","300","11116","7229","3887","0.34967614249730117","7229","4009","0.42427940992803415","0.12484449216518359"
"191","300","0.4","0.3","0.2","0.05","0.25","0.5","300","7937","5957","1980","0.24946453319894166","5957","2946","0.38927182997838894","0.08681392239922182"
"192","300","0.4","0.3","0.2","0.05","0.25","0.5","300","7970","5948","2022","0.25370138017565874","5948","2918","0.38382349278506855","0.08993110605914778"
"189","300","0.4","0.3","0.2","0.05","0.25","0.45","300","11197","7260","3937","0.3516120389390015","7260","3973","0.43253097482289654","0.11574135321372343"
"188","300","0.4","0.3","0.2","0.05","0.25","0.45","300","11141","7220","3921","0.3519432725967148","7220","3983","0.43496492424137584","0.11132387570775189"
"185","300","0.4","0.3","0.2","0.05","0.25","0.45","300","11069","7223","3846","0.34745686150510435","7223","3926","0.42476471935979776","0.11206869519134202"
"193","300","0.4","0.3","0.2","0.05","0.25","0.5","300","7990","5930","2060","0.25782227784730916","5930","2944","0.3857258377591142","0.08668524934436601"
"194","300","0.4","0.3","0.2","0.05","0.25","0.5","300","7999","5974","2025","0.2531566445805726","5974","2999","0.3876598725194426","0.08288684576812314"
"196","300","0.4","0.3","0.2","0.05","0.25","0.5","300","7964","6000","1964","0.2466097438473129","6000","2951","0.38444906224646924","0.08130092206692474"
"195","300","0.4","0.3","0.2","0.05","0.25","0.5","300","8025","5947","2078","0.25894080996884733","5947","2970","0.388433028795826","0.0816963874304309"
"190","300","0.4","0.3","0.2","0.05","0.25","0.45","300","11178","7256","3922","0.35086777598854896","7256","3974","0.4252799883186209","0.11488839714293526"
"198","300","0.4","0.3","0.2","0.05","0.25","0.5","300","8019","5950","2069","0.25801222097518395","5950","2935","0.3871116829448094","0.08380393894185832"
"197","300","0.4","0.3","0.2","0.05","0.25","0.5","300","7999","5913","2086","0.26078259782472807","5913","3071","0.3899271078852119","0.07934580558800872"
"199","300","0.4","0.3","0.2","0.05","0.25","0.5","300","7983","5948","2035","0.2549166979832143","5948","3004","0.384095439068676","0.09164122915535786"
"200","300","0.4","0.3","0.2","0.05","0.25","0.5","300","8063","5955","2108","0.26144115093637604","5955","2942","0.382912683498534","0.08318783840108031"
"201","300","0.4","0.3","0.2","0.05","0.25","0.55","300","6305","5074","1231","0.19524187153053132","5074","2259","0.3555494417753805","0.06885176425646208"
"202","300","0.4","0.3","0.2","0.05","0.25","0.55","300","6259","5074","1185","0.1893273685892315","5074","2289","0.35897934408261845","0.06752521428583352"
"203","300","0.4","0.3","0.2","0.05","0.25","0.55","300","6264","5098","1166","0.18614303959131545","5098","2290","0.3607443283130257","0.06305368153122004"
"204","300","0.4","0.3","0.2","0.05","0.25","0.55","300","6259","5067","1192","0.190445758108324","5067","2213","0.3567710714210873","0.06393602597897867"
"206","300","0.4","0.3","0.2","0.05","0.25","0.55","300","6231","5074","1157","0.18568448082169797","5074","2308","0.36203888691501374","0.07247477718079552"
"205","300","0.4","0.3","0.2","0.05","0.25","0.55","300","6305","5074","1231","0.19524187153053132","5074","2284","0.35779901254617985","0.07358052480486578"
"212","300","0.4","0.3","0.2","0.05","0.25","0.6","300","5242","4488","754","0.14383822968332696","4488","1759","0.3388909003423963","0.05537441883029081"
"208","300","0.4","0.3","0.2","0.05","0.25","0.55","300","6285","5079","1206","0.1918854415274463","5079","2325","0.3593133153243352","0.06272962061811668"
"210","300","0.4","0.3","0.2","0.05","0.25","0.55","300","6367","5069","1298","0.2038636720590545","5069","2291","0.35754567923402736","0.068619108360731"
"214","300","0.4","0.3","0.2","0.05","0.25","0.6","300","5254","4466","788","0.14998096688237533","4466","1776","0.3392907459996438","0.057161568647728464"
"211","300","0.4","0.3","0.2","0.05","0.25","0.6","300","5245","4512","733","0.13975214489990467","4512","1822","0.3437161224833312","0.05095974640840368"
"213","300","0.4","0.3","0.2","0.05","0.25","0.6","300","5249","4455","794","0.15126690798247286","4455","1828","0.34030274144240064","0.0541154789747493"
"207","300","0.4","0.3","0.2","0.05","0.25","0.55","300","6298","5051","1247","0.19799936487773898","5051","2337","0.36553384582310905","0.06569529180515057"
"209","300","0.4","0.3","0.2","0.05","0.25","0.55","300","6260","5052","1208","0.19297124600638976","5052","2235","0.3604717476097645","0.06252243475146246"
"216","300","0.4","0.3","0.2","0.05","0.25","0.6","300","5228","4461","767","0.14671002295332825","4461","1794","0.3399347691403241","0.05467356776953962"
"215","300","0.4","0.3","0.2","0.05","0.25","0.6","300","5201","4450","751","0.14439530859450106","4450","1835","0.338611090471747","0.06125321469962422"
"217","300","0.4","0.3","0.2","0.05","0.25","0.6","300","5214","4498","716","0.13732259301879554","4498","1800","0.3389427249402613","0.05153581271690472"
"218","300","0.4","0.3","0.2","0.05","0.25","0.6","300","5180","4462","718","0.13861003861003862","4462","1771","0.3366488616087959","0.06225636704041111"
"219","300","0.4","0.3","0.2","0.05","0.25","0.6","300","5205","4475","730","0.14024975984630164","4475","1765","0.34103624290623347","0.04716948456577298"
"221","300","0.4","0.3","0.2","0.05","0.25","0.65","300","4557","4057","500","0.10972130787798991","4057","1418","0.32637758782213344","0.04567473484695574"
"220","300","0.4","0.3","0.2","0.05","0.25","0.6","300","5240","4479","761","0.1452290076335878","4479","1795","0.3411889962306624","0.05382153781606169"
"222","300","0.4","0.3","0.2","0.05","0.25","0.65","300","4490","4013","477","0.10623608017817372","4013","1351","0.3271414358029095","0.0513244896259264"
"224","300","0.4","0.3","0.2","0.05","0.25","0.65","300","4555","4059","496","0.10889132821075741","4059","1456","0.3269838472471264","0.05414323687059738"
"223","300","0.4","0.3","0.2","0.05","0.25","0.65","300","4571","4072","499","0.10916648435790856","4072","1442","0.33096687077134784","0.04528066719607214"
"225","300","0.4","0.3","0.2","0.05","0.25","0.65","300","4574","4066","508","0.11106252732837779","4066","1429","0.32892374054260753","0.0532410541679132"
"226","300","0.4","0.3","0.2","0.05","0.25","0.65","300","4559","4060","499","0.10945382759377056","4060","1398","0.32642957215554685","0.04520006238897469"
"227","300","0.4","0.3","0.2","0.05","0.25","0.65","300","4505","4022","483","0.1072142064372919","4022","1417","0.3305671107754129","0.047927033615796415"
"231","300","0.4","0.3","0.2","0.05","0.25","0.7","300","4093","3757","336","0.08209137551917908","3757","1136","0.3205090466678305","0.04009336726460729"
"228","300","0.4","0.3","0.2","0.05","0.25","0.65","300","4590","4102","488","0.10631808278867103","4102","1414","0.3275776214450479","0.04915269847459844"
"229","300","0.4","0.3","0.2","0.05","0.25","0.65","300","4567","4064","503","0.11013794613531859","4064","1416","0.32849221215899","0.046206183196775684"
"232","300","0.4","0.3","0.2","0.05","0.25","0.7","300","4165","3822","343","0.08235294117647059","3822","1151","0.31987956308847065","0.0359434375207214"
"236","300","0.4","0.3","0.2","0.05","0.25","0.7","300","4126","3748","378","0.09161415414444983","3748","1163","0.3182400817389274","0.0488011985361358"
"230","300","0.4","0.3","0.2","0.05","0.25","0.65","300","4544","4032","512","0.11267605633802817","4032","1439","0.3285928101897193","0.05341170438724445"
"234","300","0.4","0.3","0.2","0.05","0.25","0.7","300","4151","3813","338","0.08142616237051313","3813","1166","0.3197427685548403","0.04445631962251239"
"233","300","0.4","0.3","0.2","0.05","0.25","0.7","300","4056","3759","297","0.07322485207100592","3759","1125","0.31989365221350846","0.03580451770560144"
"235","300","0.4","0.3","0.2","0.05","0.25","0.7","300","4126","3808","318","0.07707222491517209","3808","1167","0.32089049943022446","0.0303160518819651"
"237","300","0.4","0.3","0.2","0.05","0.25","0.7","300","4134","3770","364","0.0880503144654088","3770","1108","0.3189670287340678","0.04278403182828933"
"238","300","0.4","0.3","0.2","0.05","0.25","0.7","300","4173","3827","346","0.08291397076443806","3827","1216","0.3198156543654449","0.036193299063801254"
"239","300","0.4","0.3","0.2","0.05","0.25","0.7","300","4091","3764","327","0.07993155707650941","3764","1132","0.3168047970751896","0.0629954199597875"
"244","300","0.4","0.3","0.2","0.05","0.25","0.75","300","3760","3502","258","0.06861702127659575","3502","858","0.31291553586845305","0.042194772874707936"
"242","300","0.4","0.3","0.2","0.05","0.25","0.75","300","3771","3559","212","0.0562185096791302","3559","883","0.3126887911708839","0.05041679046390179"
"241","300","0.4","0.3","0.2","0.05","0.25","0.75","300","3810","3557","253","0.06640419947506562","3557","892","0.3104693211434123","0.04082025333576205"
"240","300","0.4","0.3","0.2","0.05","0.25","0.7","300","4130","3769","361","0.087409200968523","3769","1109","0.3206746251640235","0.03742370136500146"
"243","300","0.4","0.3","0.2","0.05","0.25","0.75","300","3770","3557","213","0.05649867374005305","3557","868","0.3120064330455623","0.03325525684365794"
"245","300","0.4","0.3","0.2","0.05","0.25","0.75","300","3793","3538","255","0.06722910624835222","3538","850","0.3117317105434172","0.037836418422457586"
"246","300","0.4","0.3","0.2","0.05","0.25","0.75","300","3805","3562","243","0.06386333771353482","3562","900","0.31209715832085566","0.03801923348244731"
"247","300","0.4","0.3","0.2","0.05","0.25","0.75","300","3838","3598","240","0.06253256904637833","3598","885","0.31200060656344725","0.04574106587317793"
"249","300","0.4","0.3","0.2","0.05","0.25","0.75","300","3830","3582","248","0.06475195822454308","3582","876","0.31209120061000134","0.026026454714422713"
"248","300","0.4","0.3","0.2","0.05","0.25","0.75","300","3767","3536","231","0.06132200690204407","3536","894","0.31083196249950706","0.04529297261837015"
"250","300","0.4","0.3","0.2","0.05","0.25","0.75","300","3781","3537","244","0.06453319227717536","3537","912","0.31350234216239237","0.03775974019322999"
"251","300","0.4","0.3","0.2","0.05","0.25","0.8","300","3573","3400","173","0.0484186957738595","3400","639","0.30753880068111566","0.0390383302418988"
"252","300","0.4","0.3","0.2","0.05","0.25","0.8","300","3566","3373","193","0.05412226584408301","3373","640","0.306957617308382","0.03555048279813762"
"255","300","0.4","0.3","0.2","0.05","0.25","0.8","300","3551","3391","160","0.04505773021684033","3391","661","0.3073144679975589","0.029482007438300897"
"253","300","0.4","0.3","0.2","0.05","0.25","0.8","300","3540","3367","173","0.04887005649717514","3367","678","0.3070761258854056","0.0437876060420873"
"254","300","0.4","0.3","0.2","0.05","0.25","0.8","300","3527","3335","192","0.05443719875248086","3335","585","0.306171781368942","0.041654625877192805"
"256","300","0.4","0.3","0.2","0.05","0.25","0.8","300","3586","3364","222","0.0619074177356386","3364","650","0.307075798641628","0.03939967840829178"
"257","300","0.4","0.3","0.2","0.05","0.25","0.8","300","3534","3366","168","0.04753820033955857","3366","694","0.3079206916736216","0.030771988436372705"
"259","300","0.4","0.3","0.2","0.05","0.25","0.8","300","3551","3364","187","0.05266122219093213","3364","643","0.308594528128261","0.03247360672588514"
"258","300","0.4","0.3","0.2","0.05","0.25","0.8","300","3523","3355","168","0.04768663071246097","3355","710","0.30819660693541356","0.03933400281153165"
"260","300","0.4","0.3","0.2","0.05","0.25","0.8","300","3552","3369","183","0.05152027027027027","3369","677","0.30821172853288903","0.04043649391576221"
"261","300","0.4","0.3","0.2","0.05","0.3","0.2","300","88210","9833","78377","0.8885273778483165","9833","7871","0.7229549987143244","1"
"263","300","0.4","0.3","0.2","0.05","0.3","0.2","300","88107","9934","78173","0.8872507292269627","9934","7915","0.7318498392925757","1"
"262","300","0.4","0.3","0.2","0.05","0.3","0.2","300","88205","9887","78318","0.887908848704722","9887","7837","0.7114545776794954","1"
"265","300","0.4","0.3","0.2","0.05","0.3","0.2","300","88305","9979","78326","0.8869939414529189","9979","7899","0.7233366982618334","1"
"264","300","0.4","0.3","0.2","0.05","0.3","0.2","300","88219","9911","78308","0.8876545868803772","9911","7903","0.718709326553817","1"
"266","300","0.4","0.3","0.2","0.05","0.3","0.2","300","88269","9925","78344","0.8875596188922499","9925","7910","0.734469062280892","1"
"269","300","0.4","0.3","0.2","0.05","0.3","0.2","300","88064","9869","78195","0.8879337754360465","9869","7922","0.7197822562813381","1"
"268","300","0.4","0.3","0.2","0.05","0.3","0.2","300","88233","9898","78335","0.8878197499801661","9898","7923","0.7250191059764487","1"
"267","300","0.4","0.3","0.2","0.05","0.3","0.2","300","88119","10074","78045","0.8856773227113336","10074","8016","0.7314821170832695","1"
"270","300","0.4","0.3","0.2","0.05","0.3","0.2","300","88100","9920","78180","0.8874006810442678","9920","8003","0.725243662675644","1"
"271","300","0.4","0.3","0.2","0.05","0.3","0.25","300","86723","11447","75276","0.8680050275013549","11447","8645","0.7507208525865627","1"
"272","300","0.4","0.3","0.2","0.05","0.3","0.25","300","86844","11589","75255","0.8665538206439132","11589","8622","0.7487217473046563","1"
"273","300","0.4","0.3","0.2","0.05","0.3","0.25","300","86925","11508","75417","0.8676100086281276","11508","8626","0.7460565520795135","1"
"274","300","0.4","0.3","0.2","0.05","0.3","0.25","300","86921","11434","75487","0.8684552639753339","11434","8596","0.7310490409142603","1"
"276","300","0.4","0.3","0.2","0.05","0.3","0.25","300","86981","11471","75510","0.8681206240443315","11471","8628","0.7490518762872271","1"
"275","300","0.4","0.3","0.2","0.05","0.3","0.25","300","86848","11404","75444","0.8686901252763449","11404","8544","0.7519480649552606","1"
"277","300","0.4","0.3","0.2","0.05","0.3","0.25","300","86821","11493","75328","0.8676241923037054","11493","8569","0.7333234970498578","1"
"279","300","0.4","0.3","0.2","0.05","0.3","0.25","300","87053","11485","75568","0.8680688775803246","11485","8674","0.7327804934291924","1"
"280","300","0.4","0.3","0.2","0.05","0.3","0.25","300","86675","11469","75206","0.8676781078742428","11469","8639","0.7520870195606368","1"
"278","300","0.4","0.3","0.2","0.05","0.3","0.25","300","87054","11449","75605","0.8684839295150136","11449","8582","0.747111093861177","1"
"281","300","0.4","0.3","0.2","0.05","0.3","0.3","300","75035","12704","62331","0.8306923435729993","12704","8911","0.7531158827124322","1"
"282","300","0.4","0.3","0.2","0.05","0.3","0.3","300","75470","12836","62634","0.8299191731813966","12836","8949","0.7519400868231978","1"
"283","300","0.4","0.3","0.2","0.05","0.3","0.3","300","74645","12737","61908","0.8293656641436131","12737","8932","0.7598026582863088","1"
"284","300","0.4","0.3","0.2","0.05","0.3","0.3","300","74877","12695","62182","0.8304552799925211","12695","8832","0.7474785619279362","1"
"291","300","0.4","0.3","0.2","0.05","0.3","0.35","300","29155","10094","19061","0.653781512605042","10094","6626","0.5932788663535763","0.3192995952385488"
"292","300","0.4","0.3","0.2","0.05","0.3","0.35","300","29159","10154","19005","0.6517713227476937","10154","6582","0.5798175099022","0.3192025045142001"
"293","300","0.4","0.3","0.2","0.05","0.3","0.35","300","29192","10140","19052","0.6526445601534667","10140","6583","0.5897160831691592","0.316877394576736"
"294","300","0.4","0.3","0.2","0.05","0.3","0.35","300","29265","10070","19195","0.6559029557491884","10070","6465","0.572452879637178","0.32072571922636345"
"301","300","0.4","0.3","0.2","0.05","0.3","0.4","300","16805","8466","8339","0.4962213626896757","8466","5163","0.5195691479412599","0.17013530048120373"
"285","300","0.4","0.3","0.2","0.05","0.3","0.3","300","75703","12613","63090","0.8333883729838976","12613","8967","0.7471982559127377","1"
"295","300","0.4","0.3","0.2","0.05","0.3","0.35","300","29238","10124","19114","0.6537382857924618","10124","6568","0.5910917380157676","0.3182648047446932"
"286","300","0.4","0.3","0.2","0.05","0.3","0.3","300","74776","12713","62063","0.8299855568631647","12713","8866","0.7596359904242377","1"
"296","300","0.4","0.3","0.2","0.05","0.3","0.35","300","29340","9989","19351","0.6595432856169052","9989","6581","0.5847930029597151","0.32116805740318194"
"287","300","0.4","0.3","0.2","0.05","0.3","0.3","300","75133","12668","62465","0.8313923309331452","12668","8878","0.760226055402702","1"
"288","300","0.4","0.3","0.2","0.05","0.3","0.3","300","73759","12588","61171","0.8293360810206212","12588","8810","0.747499570484987","1"
"299","300","0.4","0.3","0.2","0.05","0.3","0.35","300","29208","10010","19198","0.6572856751574911","10010","6526","0.5842232684407948","0.3200671621463797"
